,name,rating,reviews_count,description,city
3916,Stanley Hotel,4.4,13157,nan,Estes Park
3917,Estes Park Museum,4.7,183,Exhibitions on turn-of-the-century life,Estes Park
3918,Open Air Adventure Park,4.8,196,Aerial obstacles in an outdoor setting,Estes Park
3919,Lake Estes Marina,4.5,575,nan,Estes Park
3920,Estes Park Memorial Observatory,4.7,90,Observatory,Estes Park
3921,Snowy Peaks Winery,4.7,250,"Winery, wine, and wine tasting",Estes Park
3922,"Mountain Blown Glass, Inc",4.8,122,nan,Estes Park
3923,Rock Cut Brewing Company,4.8,635,nan,Estes Park
3924,Kent Mountain Adventure Center (KMAC),4.9,247,"Camping, climbing, adventure, and mountaineering",Estes Park
3925,Backbone Adventures,4.9,2044,nan,Estes Park
3926,Rapid Transit Rafting,4.7,203,nan,Estes Park
3927,MacGregor Ranch,4.7,24,nan,Estes Park
3928,Historic Park Theatre,4.3,234,nan,Estes Park
3929,Lake Estes,4.7,177,"Walks, trout fishing & water sports",Estes Park
3930,Fun City,4.0,129,Amusement park in operation since 1969,Estes Park
3931,Estes Park ATV Rentals,4.4,1438,nan,Estes Park
3932,Red Rose Rock Shop,4.7,543,nan,Estes Park
3933,Peak to Peak Highway,0.0,0,55-mi. scenic byway & outdoor sports,Estes Park
3934,"Yellow Wood Guiding: Estes Park Tours | Wildlife, Nature, and Photography",5.0,118,nan,Estes Park
3935,Patterson Glassworks Studio & Gallery,4.8,190,nan,Estes Park
3936,Fall River Antiques Jewelry,4.8,153,nan,Estes Park
3937,Peak To Peak Scenic Byway,4.8,124,nan,Estes Park
3938,Jackson's Stables Inc,4.8,335,nan,Estes Park
3939,Purple Mountain Taffy Company,4.6,91,nan,Estes Park
3940,Colorado Mountain School,4.9,23,nan,Estes Park
3941,Hermit Park Open Space,4.6,94,nan,Estes Park
3942,Estes Park Ride-A-Kart,4.5,581,Go-kart fixture with other rides & games,Estes Park
3943,Stanley Park Bike Park,4.5,11,nan,Estes Park
3944,Estes Park Visitor's Center,4.7,2293,Park,Estes Park
3945,Mrs. Walsh's Garden,4.6,9,Garden,Estes Park
3946,Bond Park,4.6,1285,Quaint green space with mountain views,Estes Park
3947,Art Center of Estes Park,5.0,13,Art,Estes Park
3948,Beaver Meadows Visitor Center,4.6,2553,"Park information, bathrooms & Wi-Fi",Estes Park
3949,Lily Mountain Trail,0.0,0,nan,Estes Park
3950,Kruger Rock Trail,4.9,186,Park,Estes Park
3951,Longs Peak,4.7,136,Snow-capped national park mountain peak,Estes Park
3952,Estes Valley Community Center,4.6,394,"Hub for camping, golfing & aquatics",Estes Park
3953,Images of Rocky Mountain National Park,4.9,75,Gallery focused on Rocky Mountain photos,Estes Park
3954,Trout Haven Fishing Pond,4.6,314,Fishing and honeymoon,Estes Park
3955,National Park Gateway Stables,4.7,1391,Equestrian and trail riding,Estes Park
3956,Fall River Visitor Center,4.7,1354,Info hub with souvenirs & views,Estes Park
3957,Mustang Mountain Coaster,4.7,422,Roller coaster,Estes Park
3958,YMCA of the Rockies,4.2,368,nan,Estes Park
3959,River Rock Cottages,4.8,104,"Rustic cabins, plus BBQs & a patio",Estes Park
3960,Lake Estes Trail,5.0,9,nan,Estes Park
3961,Knoll-Willows Open Space,4.8,102,nan,Estes Park
3962,Our Lady of the Mountains Catholic Church,4.7,130,Church,Estes Park
3963,Explore Estes,5.0,85,Elk,Estes Park
3964,Estes Park Rock Climbing,5.0,69,Climbing,Estes Park
3965,Aspen and Evergreen Gallery,4.8,32,nan,Estes Park
3966,Real West Old Time Photography,4.5,78,nan,Estes Park
3967,Rocky Mountain Resorts,4.0,1,nan,Estes Park
3968,Estes Park Outfitters,5.0,21,nan,Estes Park
3969,George Hix Riverside Plaza,4.7,54,nan,Estes Park
3970,Tregent Park,4.7,50,nan,Estes Park
3971,Stanley Home Museum and Education Center,4.7,33,Museum,Estes Park
3972,Estes Mountain Lodge,4.2,5,nan,Estes Park
3973,Gem Lake Trail,0.0,0,Busy hiking trail to Gem Lake,Estes Park
3974,Sprague Lake,4.8,169,National park site with hiking & fishing,Estes Park
3975,Estes Valley Land Trust,0.0,0,nan,Estes Park
3976,Emerald Lake,4.9,270,Mountain lake with trails & views,Estes Park
3977,Rocky Mountain Conservancy � Field Institute,0.0,0,nan,Estes Park
3978,Oldman Mountain,5.0,4,Mountain,Estes Park
3979,Estes Park Sign,4.8,616,nan,Estes Park
3980,Rocky Mountain Conservancy,4.6,13,nan,Estes Park
3981,Cascade Creek,4.6,61,Golf,Estes Park
3982,Olympus Dam,0.0,0,"Lake, reservoir, and fishing",Estes Park
3983,Mary's Lake,4.2,22,nan,Estes Park
3984,Marys Lake,4.4,16,Lake,Estes Park
3985,Lumpy Ridge Trail,5.0,4,Hiking and climbing,Estes Park
3986,Moraine Park Amphitheater,4.9,19,Amphitheater,Estes Park
3987,RMNP Fall River Entrance / Toll Station,0.0,0,nan,Estes Park
3988,"Historic Fall River Hydroplant (June - September, tours at 1, 2, &3 PM)",4.6,12,Museum,Estes Park
3989,"Rocky Mountain Day Hikes, a Website of hiking trails in Rocky Mountain National Park",4.7,12,Hiking,Estes Park
3990,North Deer Mountain Trail,0.0,0,Mountain,Estes Park
3991,Wilderness Permit Office,4.1,40,Park,Estes Park
3992,East Portal Trailhead at Estes Park,4.7,156,nan,Estes Park
3993,Lumpy Ridge,5.0,2,Rocky cliffs for hiking & climbing,Estes Park
3994,Bear Lake,4.8,366,Peaceful lake in mountain surrounds,Estes Park
3995,Homestead Meadows Trailhead,5.0,15,Park,Estes Park
3996,Trail Ridge Road,0.0,0,Scenic mountain highway open seasonally,Estes Park
3997,The Twin Owls,4.3,7,Climbing,Estes Park
3998,Twin Sisters Peaks,4.7,39,Hiking destination with sweeping views,Estes Park
3999,Twin Sisters Trail,0.0,0,nan,Estes Park
4000,Chasm Lake,4.9,67,High alpine lake in a mountain hollow,Estes Park
4001,Lazy B Chuckwagon and Show,0.0,0,Theatre,Estes Park
4002,Hermit Park,4.3,9,Camping,Estes Park
4003,Ouzel Falls,4.8,99,Scenic waterfalls accessed by park trail,Estes Park
4004,Aspen Brook,5.0,1,nan,Estes Park
4005,Dorsey Lake,5.0,1,Lake,Estes Park
4006,Edwin Bradt Grave/Bible Point,4.8,40,nan,Estes Park
4007,Mount Meeker,4.8,5,High peak popular with hikers & climbers,Estes Park
4008,Roaring River,5.0,1,River and fishing,Estes Park
4009,Ouzel Lake,5.0,4,"Lake, fishing, camping, and fly fishing",Estes Park
4010,Panorama Peak,5.0,18,nan,Estes Park
4011,North Fork Big Thompson River,4.8,6,River and fishing,Estes Park
4012,Enos Mills Cabin,3.5,4,nan,Estes Park
4013,Garden of the Gods Visitor & Nature Center,4.8,43492,Spectacular rock formations & trails,Colorado Springs
4014,Cheyenne Mountain Zoo,4.8,18544,High-altitude zoo with giraffe feeding,Colorado Springs
4015,Red Rock Canyon Open Space,4.8,5871,Sandstone park with hiking & bike trails,Colorado Springs
4016,Colorado Springs Pioneers Museum,4.7,1778,Wide range of history exhibits & events,Colorado Springs
4017,The Broadmoor,4.7,7704,"Luxury, mountain golf & spa resort",Colorado Springs
4018,The Broadmoor Seven Falls,4.4,4998,Picturesque park centered on waterfalls,Colorado Springs
4019,Palmer Park,4.7,4791,Wildlife preserve overlooking the city,Colorado Springs
4020,Manitou Cliff Dwellings,4.4,7208,Reconstructed ruins & museum of relics,Colorado Springs
4021,Cave of the Winds Mountain Park,4.7,11421,"Spelunking, zip lining & a ropes course",Colorado Springs
4022,Cheyenne Mountain State Park,4.7,1991,"Biking, picnicking, camping & more",Colorado Springs
4023,Glen Eyrie Castle,4.7,1665,nan,Colorado Springs
4024,North Cheyenne Ca�on Park,4.8,1024,Granite formations & waterfall hiking,Colorado Springs
4025,Fine Arts Center,4.6,244,Expansive theater complex & art gallery,Colorado Springs
4026,U.S. Olympic & Paralympic Training Center,4.7,410,Sophisticated 37-acre athletic complex,Colorado Springs
4027,National Museum of World War II Aviation,4.9,1162,Restored aircraft & historical artifacts,Colorado Springs
4028,U.S. Olympic & Paralympic Museum,4.7,989,Interactive exhibits & Team USA history,Colorado Springs
4029,Rock Ledge Ranch Historic Site,4.7,325,Rustic living-history museum & farm,Colorado Springs
4030,Adventures Out West,4.8,445,National park activity & tour center,Colorado Springs
4031,Western Museum of Mining & Industry,4.7,763,Vast complex with Gold Rush-era exhibits,Colorado Springs
4032,Penrose Heritage Museum,4.8,350,Philanthropist's collection of vehicles,Colorado Springs
4033,Pikes Peak,4.8,3792,Prominent mountain for hiking & climbing,Colorado Springs
4034,Memorial Park,4.4,3281,Lakeside retreat with sports facilities,Colorado Springs
4035,Rocky Mountain National Park,4.9,22244,"Trail Ridge Road, Longs Peak & Bear Lake",Colorado Springs
4036,North Pole Colorado Santa�s Workshop,4.6,2944,Seasonal Christmas-themed amusement park,Colorado Springs
4037,ProRodeo Hall Of Fame & Museum of the American Cowboy,4.7,504,nan,Colorado Springs
4038,Great Sand Dunes National Park and Preserve,4.8,8083,Towering Star Dune & Medano Creek,Colorado Springs
4039,Miramont Castle Museum,4.4,1308,Unusual Victorian mansion & tea room,Colorado Springs
4040,Royal Gorge Bridge & Park,4.5,12721,Theme park built around towering bridge,Colorado Springs
4041,Garden of the Gods Dog Park,4.3,61,Park,Colorado Springs
4042,Pulpit Rock Park,4.7,1056,Open space with paved & unpaved trails,Colorado Springs
4043,Stargazers Theatre & Event Center,4.7,945,nan,Colorado Springs
4044,Red Rocks Park and Amphitheatre,4.9,44832,Reserve with red cliffs & amphitheater,Colorado Springs
4045,Phantom Canyon Brewing Company,4.2,1675,Craft brew hangout with a billiards hall,Colorado Springs
4046,Old Colorado City,0.0,0,Colorado Avenue boutiques & galleries,Colorado Springs
4047,Will Rogers Shrine of the Sun,4.8,551,Historical tower with sweeping views,Colorado Springs
4048,Great Wolf Lodge Water Park | Colorado Springs,4.3,5932,nan,Colorado Springs
4049,The Promenade Shops At Briargate,4.4,2775,nan,Colorado Springs
4050,World Figure Skating Museum,4.4,33,Showcase for everything ice skating,Colorado Springs
4051,Helen Hunt Falls,4.7,502,Mountain waterfall with a hiking trail,Colorado Springs
4052,Garden of the Gods Resort & Club,4.5,1097,nan,Colorado Springs
4053,United States Air Force Academy,4.5,287,nan,Colorado Springs
4054,Flying W Ranch & Chuckwagon Supper,4.8,776,nan,Colorado Springs
4055,Bristol Brewing Company,4.4,818,nan,Colorado Springs
4056,Ivywild School,4.6,604,nan,Colorado Springs
4057,Denver Museum of Nature & Science,4.7,14850,Cinema chain specializing in 3D films,Colorado Springs
4058,Bear Creek Regional Park,4.7,271,Park,Colorado Springs
4059,Magic Town,4.8,335,Sculpture museum with miniature scenes,Colorado Springs
4060,Front Range Climbing Company,5.0,290,nan,Colorado Springs
4061,Space Foundation Headquarters and Discovery Center,4.6,197,Museum,Colorado Springs
4062,The Broadmoor Manitou and Pikes Peak Cog Railway,4.4,2877,nan,Colorado Springs
4063,Manitou Springs Penny Arcade,4.7,3050,Engagement,Colorado Springs
4064,"Cheyenne Mountain Resort, A Dolce by Wyndham",4.1,2893,nan,Colorado Springs
4065,Bear Creek Dog Park,4.8,3529,Fenced-in site with an agility course,Colorado Springs
4066,Cosmo's Magic Theater,5.0,197,nan,Colorado Springs
4067,Pikes Peak Center For The Performing Arts,4.6,1870,"Musical theatre, performing arts, concert, arena, and theatre",Colorado Springs
4068,May Natural History Museum,4.6,246,Giant tropical insects on display,Colorado Springs
4069,Garden of the Gods Trading Post,4.7,5507,Southwestern art gallery & souvenir shop,Colorado Springs
4070,Ghost Town Museum,4.4,1934,Hands-on museum in historic buildings,Colorado Springs
4071,The Incline,0.0,0,Uphill mountain trail on an old railway,Colorado Springs
4072,Rocky Mountain Motorcycle Museum,4.7,113,Vintage bike displays & a hall of fame,Colorado Springs
4073,Ute Valley Park,4.8,1027,Hillside park for hiking & biking,Colorado Springs
4074,Monument Valley Park,4.5,1566,"Ballfields, paths & formal gardens",Colorado Springs
4075,Pikes Peak Alpine School,5.0,30,nan,Colorado Springs
4076,Challenge Unlimited - Pikes Peak By Bike,4.8,51,nan,Colorado Springs
4077,Balanced Rock,4.8,2571,Iconic red sandstone formation,Colorado Springs
4078,Fox Run Regional Park,4.8,1672,Wooded park with lake & mountain vistas,Colorado Springs
4079,John Venezia Community Park,4.7,1989,"Urban walking routes, sports & picnics",Colorado Springs
4080,Pikes Peak - America's Mountain,4.8,6165,Destination for scenic hikes & drives,Colorado Springs
4081,Royal Gorge Route Railroad,4.5,5563,Scenic railroad through Royal Gorge,Colorado Springs
4082,Quail Lake Park,4.4,2105,Green space with lakeside bike/jog loop,Colorado Springs
4083,Manitou Springs,0.0,0,Manitou Cliff Dwellings & Incline Trail,Colorado Springs
4084,Air Force Academy,0.0,0,Chapel and architecture,Colorado Springs
4085,Acacia Park,4.0,1810,Neighborhood park with a playground,Colorado Springs
4086,CityROCK,4.7,880,Sizable facility for rock climbing,Colorado Springs
4087,The Michael Garman Museum & Gallery,4.8,331,American hero figurines gallery,Colorado Springs
4088,Stratton Open Space,4.7,548,nan,Colorado Springs
4089,Paint Mines Interpretive Park,4.7,1925,Geological park famed for colorful clay,Colorado Springs
4090,America the Beautiful Park Fantasy Playground,4.3,1253,Urban green space with a modern fountain,Colorado Springs
4091,Pikes Peak Bike Tours,4.9,597,Cycling,Colorado Springs
4092,Ent Center for the Arts,4.7,566,Performing arts and art,Colorado Springs
4093,Elitch Gardens,4.0,11965,Seasonal water park & amusement center,Colorado Springs
4094,Patty Jewett Golf Course,4.4,806,"18- & 9-hole golf courses, plus a shop",Colorado Springs
4095,The Broadmoor Golf Club,4.7,257,Golf and country club,Colorado Springs
4096,Austin Bluffs Open Space,4.6,249,Forest area with unusual rock formations,Colorado Springs
4097,Starsmore Visitor and Nature Center,4.7,506,Information center for Cheyenne Canyon,Colorado Springs
4098,Bear Creek Nature Center,4.8,121,Nature trails & interpretive programs,Colorado Springs
4099,Colorado Wolf and Wildlife Center,4.8,2187,Nonprofit refuge with educational tours,Colorado Springs
4100,Rampart Dog Park,4.4,587,nan,Colorado Springs
4101,America the Beautiful Park,4.4,253,Park,Colorado Springs
4102,The Broadmoor Soaring Adventure,4.9,227,Zip line,Colorado Springs
4103,The Buffalo Bill Museum and Grave,4.7,1267,Exhibits & grave of the Wild West icon,Colorado Springs
4104,Gold Mine Tours Inc .,4.8,1335,Former gold mine with daily tours,Colorado Springs
4105,McAllister House Museum,4.7,56,Guided tours of a 19th-century cottage,Colorado Springs
4106,Broadmoor Galleries,4.8,33,"Art, painting, and art museum",Colorado Springs
4107,Old Colorado City Historical Society & History Center,4.7,62,Local history center with walking tours,Colorado Springs
4108,Broadmoor Outfitters,5.0,27,nan,Colorado Springs
4109,Aspen,0.0,0,"Snowmass, skiing & Maroon Bells peaks",Colorado Springs
4110,Cottonwood Center for the Arts,4.5,58,Art,Colorado Springs
4111,Seven Bridges Trail,4.8,853,Moderate hikes along a mountain stream,Colorado Springs
4112,Museum of Colorado Prisons,4.6,882,Exhibits on history of prison system,Colorado Springs
4113,Betty Ford Alpine Gardens,4.8,1051,Tranquil botanical center with tours,Vail
4114,Colorado Snowsports Museum and Hall of Fame,4.8,175,Historical exhibits & souvenirs for sale,Vail
4115,Gerald R. Ford Amphitheater (The Amp),0.0,0,nan,Vail
4116,10th Mountain Whiskey & Spirits,4.8,271,nan,Vail
4117,Piney River Ranch,0.0,0,Mountain retreat with horseback riding,Vail
4118,Vail Ski Resort,4.6,6086,Big attraction-filled skiing destination,Vail
4119,Vail Recreation District,3.5,4,Trail running and park,Vail
4120,Vail Stables,4.4,140,nan,Vail
4121,Ford Field,4.6,54,Sports complex with multiple fields,Vail
4122,Vail Valley Drive,5.0,2,Road known for luxury property,Vail
4123,Booth Falls Road,5.0,2,Street leading to a waterfall trailhead,Vail
4124,Beaver Creek Resort,4.7,3014,Snow-sports destination with events,Vail
4125,The Lodge at Vail,4.4,577,nan,Vail
4126,Vail Nature Center,4.9,12,Nature and hiking,Vail
4127,Camp Hale National Monument,4.9,77,WWII winter training ground for soldiers,Vail
4128,Manor Vail Lodge,4.7,327,nan,Vail
4129,Sonnenalp Spa,5.0,4,nan,Vail
4130,Vail Segway,5.0,103,nan,Vail
4131,Vail Bike Hub,4.7,60,nan,Vail
4132,Vail Backcountry Tours,4.8,107,nan,Vail
4133,Missouri Lakes Trail,4.9,15,Lake,Vail
4134,Sunshine Massage Studio,5.0,118,nan,Vail
4135,Grand Hyatt Vail,4.4,390,nan,Vail
4136,Vail Nordic Center - Pro Shop Open,4.7,39,nan,Vail
4137,Vail Farmers' Market,4.6,104,nan,Vail
4138,Sage Outdoor Adventures,4.9,1445,Rafting and adventure,Vail
4139,American Ski Exchange - Vail Ski Rentals,4.7,79,nan,Vail
4140,Vail Interfaith Chapel,4.7,43,Chapel,Vail
4141,DECA+BOL,4.2,335,nan,Vail
4142,Vail Brewing Company,4.6,190,nan,Vail
4143,Bravo! Vail,4.8,9,nan,Vail
4144,Ice Castles,4.5,2386,Striking walk-through ice sculptures,Vail
4145,J. Cotter Gallery - The Gold and Silversmith of Vail,4.6,12,nan,Vail
4146,Lionshead Jewelers,4.4,18,nan,Vail
4147,Imagination Station,4.1,10,nan,Vail
4148,Charter Sports Ski & Snowboard Rentals - Lion Square Lodge North,4.7,53,nan,Vail
4149,Artful Sol Gallery,4.1,16,nan,Vail
4150,Bighorn Park,4.7,121,Local park with open fields & a lake,Vail
4151,John A. Dobson Ice Arena,4.6,136,Ice skating,Vail
4152,Vail Village,4.7,86,nan,Vail
4153,Booth Falls Trailhead,4.8,290,Steep trail with a waterfall & lake,Vail
4154,Stephens Park,4.7,126,Park,Vail
4155,Pirate Ship Playground,4.7,140,nan,Vail
4156,Lionshead Place,5.0,3,Picturesque plaza in a mountain resort,Vail
4157,Gore Valley Trail,4.7,59,nan,Vail
4158,Apollo Park At Vail Timeshare,4.3,67,Park,Vail
4159,Ski & Snowboard Club,4.6,14,"Skiing, snowboarding, and alpine skiing",Vail
4160,Gore Creek Trail,4.8,12,Lake,Vail
4161,Vail International Gallery,4.6,9,Contemporary works by emerging artists,Vail
4162,Pitkin Trailhead,4.8,27,nan,Vail
4163,Red Sandstone Park,4.6,39,Park,Vail
4164,Deluge Lake Trail,4.8,4,"Lake, mountain, and backpacking",Vail
4165,Sunbird Park Playground,4.3,22,Park,Vail
4166,Piece Art Gallery,4.3,7,Art,Vail
4167,Booth Creek Trail,5.0,3,nan,Vail
4168,Gore Creek,4.7,3,"Fly fishing, river, rafting, fishing, and hiking",Vail
4169,Paragon Guides,4.6,11,nan,Vail
4170,EagleVail Golf Club,4.6,163,Golf,Vail
4171,Solaris Plaza,3.7,6,nan,Vail
4172,North trail,0.0,0,nan,Vail
4173,Walking Mountains Science Center,4.8,225,Nature,Vail
4174,Gore Creek Fly Fisherman,4.8,25,nan,Vail
4175,Shrine Pass Road,0.0,0,Mountain,Vail
4176,Little Beach Park,4.7,107,"River access, playground & amphitheater",Vail
4177,Avon Recreation Center,4.6,348,nan,Vail
