,Name,Street Address,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu,City,State
2532,The Matador,721 Pacific Ave," Mexican, Southwestern, Latin",4.0,252,Delicious lunch/dinner last Saturday late afternoon. We order several new things and the three of us were completely satisfied and stuffed with tasty food. We tried their new Beyond Meat Burrito. It was enormous enough for several and really good. We happen to love Beyond...More,+1 253-627-7100,https://www.tripadvisor.com//Restaurant_Review-g58775-d1069238-Reviews-The_Matador-Tacoma_Washington.html,http://matadorrestaurants.com/uploads/Matador-WAOR-Core-Menu-03.2019-website.pdf,Tacoma, WA
2533,The Melting Pot,30 Mamaroneck Ave," American, Vegetarian Friendly, Gluten Free Options",4.0,222,"Been coming here a while and don’t usually write reviews. Today Danaya gave us the best service I’ve had anywhere ever! She was truly amazing and had us smiling all night and that deserves recognition! Also, when reserving a table online, the 3 roses make...More",+1 914-993-6358,https://www.tripadvisor.com//Restaurant_Review-g48883-d1028387-Reviews-The_Melting_Pot-White_Plains_New_York.html,Check The Website for a Menu,White Plains, NY
2534,The Melting Pot,1 Walden Galleria," American, Gluten Free Options, Vegetarian Friendly",4.5,284,Me and my daughter went here for dinner. The waiter was new and didnt really know the menu or how to cook the food. The other waiter who was assisting this waiter was not very knowledgeable either. After leaving this restaurant I got very sick...More,+1 716-685-6358,https://www.tripadvisor.com//Restaurant_Review-g60974-d1652029-Reviews-The_Melting_Pot-Buffalo_New_York.html,Check The Website for a Menu,Buffalo, NY
2535,The Misfit Restaurant & Bar,225 Santa Monica Blvd," American, Bar, Contemporary",4.5,829,No comments,310-656-9800,https://www.tripadvisor.com//Restaurant_Review-g33052-d2102042-Reviews-The_Misfit_Restaurant_Bar-Santa_Monica_California.html,Check The Website for a Menu,Santa Monica, CA
2536,The Mission,1250 J St," Mexican, American, Vegetarian Friendly",4.5,398,No comments,+1 619-232-7662,https://www.tripadvisor.com//Restaurant_Review-g60750-d1436094-Reviews-The_Mission-San_Diego_California.html,Check The Website for a Menu,San Diego, CA
2537,The Modern,9 W 53rd St," Contemporary, American, Vegetarian Friendly",4.5,2071,Kind of embarrassing that a 2 Michelin star chef gave someone with a gluten allergy breadcrumbs.. The first waiter assured me it was gluten free. After I had already eaten some a different waiter took it away and brought me the gluten free version.. The...More,+1 212-333-1220,https://www.tripadvisor.com//Restaurant_Review-g60763-d549201-Reviews-The_Modern-New_York_City_New_York.html,http://www.themodernnyc.com/menus/,New York City, NY
2538,The Mouzon House,1 York St," French, Cajun & Creole, American",4.5,356,Wonderful dinner but expensive. $25 mac & cheese! We would visit more often but bringing friends can be difficult due to prices. Great food!,+1 518-226-0014,https://www.tripadvisor.com//Restaurant_Review-g48562-d653604-Reviews-The_Mouzon_House-Saratoga_Springs_New_York.html,Check The Website for a Menu,Saratoga Springs, NY
2539,The New Mexicans,1416 Hewitt Ave," Mexican, Southwestern, American",4.0,97,"My son-in-law eats here frequently and loves it as do my grandchildren. The staff is friendly.

I thought the stack dish I had was tasty.  The beer was good.

They should get different tables.  Ones that could provide flexibility in seating arrangements.",+1 425-512-9705,https://www.tripadvisor.com//Restaurant_Review-g58466-d3419296-Reviews-The_New_Mexicans-Everett_Washington.html,Check The Website for a Menu,Everett, WA
2540,The Oceanaire Seafood Room,175 Riverside Sq Mall," American, Seafood, Gluten Free Options",4.0,130,My wife and I went New Years Eve and were not disappointed. Great restaurant with a great vibe to it. Service was excellent and the food was fantastic. It is pricey but worth it.,+1 201-343-8862,https://www.tripadvisor.com//Restaurant_Review-g46480-d5892340-Reviews-The_Oceanaire_Seafood_Room-Hackensack_New_Jersey.html,http://www.theoceanaire.com/OurMenu.aspx,Hackensack, NJ
2541,The Old Spaghetti Factory,1250 Pacific Ave," Italian, Vegetarian Friendly, Gluten Free Options",4.0,277,"Food is fair st best.

Servers and all of the staff were really good.

Not a cheap restaurant by any means.

Very loud in the restaurant area, hard to hold a conversation...",+1 253-383-2214,https://www.tripadvisor.com//Restaurant_Review-g58775-d463560-Reviews-The_Old_Spaghetti_Factory-Tacoma_Washington.html,https://osf.nuorders.com/locations/3090/menu/?,Tacoma, WA
2542,The Original Blanco Cafe,419 N Saint Marys St," Mexican, Southwestern, Latin",4.5,487,"If you want to dine with the locals, this is the spot. Awarded Best Enchilada for years. Simple, inexpensive.",+1 210-271-3300,https://www.tripadvisor.com//Restaurant_Review-g60956-d489394-Reviews-The_Original_Blanco_Cafe-San_Antonio_Texas.html,Check The Website for a Menu,San Antonio, TX
2543,The Original Pancake House,1756 S Pacific Coast Hwy," American, Vegetarian Friendly",4.5,165,No comments,+1 310-543-9875,https://www.tripadvisor.com//Restaurant_Review-g32954-d468739-Reviews-The_Original_Pancake_House-Redondo_Beach_California.html,Check The Website for a Menu,Redondo Beach, CA
2544,The Original Pancake House,3177 Plaza way," American, Vegetarian Friendly, Vegan Options",4.0,36,"Busy, but were seated fairly quickly and immediately attended to. Extensive menu and the waiter made it easy to change it up and add options. Food arrived timely, hot, and delicious! Would definitely eat there again.",+1 509-572-3600,https://www.tripadvisor.com//Restaurant_Review-g58536-d12595329-Reviews-The_Original_Pancake_House-Kennewick_Tri_Cities_Washington.html,Check The Website for a Menu,Kennewick, WA
2545,The Original Pancake House,1904 201st Pl SE," American, Vegetarian Friendly, Gluten Free Options",4.0,58,Went there for the Sourdough Pancakes.  They were great.  Awesome service.  Bacon slices were thick!!  Ate before the pics.  Oooops.,+1 425-419-4476,https://www.tripadvisor.com//Restaurant_Review-g58362-d2305470-Reviews-The_Original_Pancake_House-Bothell_Washington.html,https://ophlive.com/menu/,Bothell, WA
2546,The Original Pancake House,16116 Meridian E," American, Vegetarian Friendly, Gluten Free Options",4.0,73,"This place has gone down hill. I had not been in for a year or so, until this morning. I noticed right after being seated that things were taking a lot longer than normal. We beat the rush, so it was odd that it took...More",+1 253-604-0791,https://www.tripadvisor.com//Restaurant_Review-g58693-d3396184-Reviews-The_Original_Pancake_House-Puyallup_Washington.html,Check The Website for a Menu,Puyallup, WA
2547,The Owl House,75 Marshall St," American, International, Healthy",4.5,282,"Going downhill!

The food is primarily fried and nothing as it were just two years ago! Idk what happened. I left a positive review some time ago as this place was delicious. I no longer agree with my previous perception of this bird nest.",+1 585-360-2920,https://www.tripadvisor.com//Restaurant_Review-g48503-d1873677-Reviews-The_Owl_House-Rochester_Finger_Lakes_New_York.html,Check The Website for a Menu,Rochester, NY
2548,The Oystercatcher,901 NW Grace St," American, Vegetarian Friendly, Vegan Options",4.5,264,My lady & I had dinner there both nights We visited incoopville Wa.  onWhidbey Island.   The taste bud experience was to die for. I highly recommend the Caramelized Brussels Sprouts. I normally do not care for Brussels Sprouts but there presentation was out of this...More,+1 360-678-0683,https://www.tripadvisor.com//Restaurant_Review-g60794-d668529-Reviews-The_Oystercatcher-Coupeville_Whidbey_Island_Washington.html,Check The Website for a Menu,Coupeville, WA
2549,The Palace Diner,194 Washington St," American, Diner, Vegetarian Friendly",4.0,161,"Was there late at night after work with a small group of people. Nice clean place, fun decor, great waiter, fast service, and generous tasy portions for the price. Definitely great for diner type fare. I recommend it, and will go back next time I'm...More",+1 845-473-1576,https://www.tripadvisor.com//Restaurant_Review-g48443-d3204462-Reviews-The_Palace_Diner-Poughkeepsie_New_York.html,http://thepalacediner.com/menus/,Poughkeepsie, NY
2550,The Palm Atlantic City,2801 Pacific Ave," American, Steakhouse, Seafood",4.0,430,We had come down yesterday for Valentine’s Day for my birthday I had booked a reservation in advance at the Palm restaurant in the Tropicana Casino I had ordered the 4 pound lobster and it was delicious I eat every little bit every nook and...More,+1 609-344-7256,https://www.tripadvisor.com//Restaurant_Review-g29750-d631723-Reviews-The_Palm_Atlantic_City-Atlantic_City_New_Jersey.html,Check The Website for a Menu,Atlantic City, NJ
2551,The Patio on Guerra,116 S 17th St," Steakhouse, American, International",4.5,194,This was our first visit to The Patio.  Our waiter (Reuben) was attentive without being too overbearing.  Atmosphere was nice as we were seated away from the bar and the live entertainment so we were able to hold a conversation without yelling.  Food was sensational....More,+1 956-661-9100,https://www.tripadvisor.com//Restaurant_Review-g56255-d2432571-Reviews-The_Patio_on_Guerra-McAllen_Texas.html,Check The Website for a Menu,McAllen, TX
2552,The Penthouse at the Huntley Hotel,1111 2nd St," American, Mediterranean, Vegetarian Friendly",4.0,638,No comments,+1 310-393-8080,https://www.tripadvisor.com//Restaurant_Review-g33052-d906439-Reviews-The_Penthouse_at_the_Huntley_Hotel-Santa_Monica_California.html,https://www.thehuntleyhotel.com/penthouse,Santa Monica, CA
2553,The Pink Door,1919 Post Aly," Italian, Tuscan, Central-Italian",4.5,2750,Must go place if you are in the area.  It’s in the post ally so it’s a little hard to find.  But it’s definitely worth the visit.  Wonderful food and great ambience for date with your significant other and great show too.  No photo or...More,+1 206-443-3241,https://www.tripadvisor.com//Restaurant_Review-g60878-d463486-Reviews-The_Pink_Door-Seattle_Washington.html,Check The Website for a Menu,Seattle, WA
2554,The Playground,220 E 4th St," Seafood, American, International",4.5,230,No comments,+1 714-560-4444,https://www.tripadvisor.com//Restaurant_Review-g33043-d2442609-Reviews-The_Playground-Santa_Ana_California.html,Check The Website for a Menu,Santa Ana, CA
2555,The Plaza Restaurant,5029 Milwaukee Ave," Mexican, Southwestern, Vegetarian Friendly",4.5,140,"When we arrived at The Plaza Restaurant I was surprised at how large it is.  Yet the ambiance inside didn't feel like a large chain diner.  The food was very good, especially the sour cream sauce.  YUM!  Price was good; atmosphere was good;  and food...More",+1 806-687-3823,https://www.tripadvisor.com//Restaurant_Review-g56208-d10388751-Reviews-The_Plaza_Restaurant-Lubbock_Texas.html,https://www.theplazarestaurant.com/menu/,Lubbock, TX
2556,The Plaza Restaurant,2101 S Soncy Rd," Mexican, Southwestern, Vegetarian Friendly",4.5,314,"Everything I've tried has been good! I would suggest a first time guest get the build your own enchiladas, bowl of queso with your chips,  a Plaza Sunrise for a drink, and is you have room for dessert,  a traditional sopapilla and some ice cream!",+1 806-358-4897,https://www.tripadvisor.com//Restaurant_Review-g30165-d3225062-Reviews-The_Plaza_Restaurant-Amarillo_Texas.html,https://www.theplazarestaurant.com/menu/,Amarillo, TX
2557,The Pool Bar,TWA Hotel JFK Airport," Bar, Pub",4.5,25,"We checked out the pool area during our stay, we didn't have a drink a we had been to Connie and Paris cafe. Although it was February and freezing the pool was open.",Not Available,https://www.tripadvisor.com//Restaurant_Review-g47962-d17661330-Reviews-The_Pool_Bar-Jamaica_Queens_New_York.html,https://www.thepoolbartwa.com/menus/,Jamaica, NY
2558,The Porch Restaurant and Bar,1815 K St," American, Vegetarian Friendly",4.0,198,No comments,+1 916-444-2423,https://www.tripadvisor.com//Restaurant_Review-g32999-d2484429-Reviews-The_Porch_Restaurant_and_Bar-Sacramento_California.html,Check The Website for a Menu,Sacramento, CA
2559,The Potholder Cafe Too,301 W Broadway," American, Cafe, Contemporary",4.5,168,No comments,+1 562-432-6824,https://www.tripadvisor.com//Restaurant_Review-g32648-d3460797-Reviews-The_Potholder_Cafe_Too-Long_Beach_California.html,Check The Website for a Menu,Long Beach, CA
2560,The Pour House,124 Haddon Ave," American, Bar, Pub",4.0,126,We were looking for a good place to have dinner after a long work day. We were told about this place and boy was it packed! We waited around 15 min for a table. They have a wide range of beers on tap as well...More,+1 856-869-4600,https://www.tripadvisor.com//Restaurant_Review-g46921-d2467565-Reviews-The_Pour_House-Westmont_Haddon_Township_New_Jersey.html,Check The Website for a Menu,Westmont, NJ
2561,The Promiscuous Fork,6984 La Jolla Blvd," Bar, American, Contemporary",4.5,143,No comments,+1 858-454-3663,https://www.tripadvisor.com//Restaurant_Review-g32578-d4134383-Reviews-The_Promiscuous_Fork-La_Jolla_San_Diego_California.html,http://thepromiscuousfork.com/menu.html,La Jolla, CA
2562,The Ram Restaurant & Brewery,3001 Ruston Way," American, Bar, Pub",4.0,443,"On 01/16/20, I called the Tacoma RAM & spoke with Ben, a manager, to inform him that I'd Authorized a charge of $80 to my VISA; but the actual charge to my VISA was $84.76, which is $4.76 over what I wrote on the receipt....More",+1 253-756-7450,https://www.tripadvisor.com//Restaurant_Review-g58775-d1028645-Reviews-The_Ram_Restaurant_Brewery-Tacoma_Washington.html,Check The Website for a Menu,Tacoma, WA
2563,The Ranch at Las Colinas,857 W John Carpenter Fwy," American, Steakhouse, Southwestern",4.5,952,Perfect location for lunch with co-workers or an after-work drink.  Food is more comfort food than healthy.  I had a salad once at lunch and let's just say it's not the best choice at this place.  Other than that - everything else I've had was...More,+1 972-506-7262,https://www.tripadvisor.com//Restaurant_Review-g56032-d1310544-Reviews-The_Ranch_at_Las_Colinas-Irving_Texas.html,Check The Website for a Menu,Irving, TX
